relPath,classFolder,fileName,overall,brightness,contrast,focusScore,foregroundFrac,illumination,maskValid,focusStatus,brightnessStatus,contrastStatus,foregroundStatus,illuminationStatus,maskValidStatus,failureCategories
class_0\bac1744955c2.png,class_0,bac1744955c2.png,PASS,0.333050359056599,0.0716278101911984,0.00107333419909967,0.784517006802721,1.19979282103781,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\bc8c6a778cde.png,class_0,bc8c6a778cde.png,PASS,0.377480955611984,0.0706704919182254,0.000730637668974225,0.473756428153822,1.1448931886158,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\bcb0498ed2c1.png,class_0,bcb0498ed2c1.png,WARNING,0.215689137981907,0.0354086483541456,0.000223680884948264,0.594853397388434,1.01578022019404,1,WARNING,PASS,WARNING,PASS,PASS,PASS,
class_0\be197b663520.png,class_0,be197b663520.png,WARNING,0.360631111132256,0.0858055293902086,0.000905542789540247,0.78502947845805,1.33287694864294,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\be3a7d9e981e.png,class_0,be3a7d9e981e.png,WARNING,0.281184965846765,0.0676314407072062,0.000356076290156153,0.472370783487956,1.10204832530171,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\bed8296c8dfe.png,class_0,bed8296c8dfe.png,WARNING,0.363762192447002,0.0976703901665618,0.000562023849764027,0.474124590555827,1.29861796837267,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\bf87aedf2489.png,class_0,bf87aedf2489.png,PASS,0.407251966904378,0.0809485771031901,0.00102850686350147,0.78767074829932,1.25587675898676,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\bfb578c0e8d8.png,class_0,bfb578c0e8d8.png,PASS,0.26316473775964,0.0845407564504629,0.000321065085107028,0.86451691076754,1.16750322039009,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c096131ad065.png,class_0,c096131ad065.png,PASS,0.349661641598842,0.0564504779362576,0.00076291360528797,0.785430385487528,1.16227935541841,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c0a117de7d0a.png,class_0,c0a117de7d0a.png,WARNING,0.386305968878536,0.12640803965089,0.000919698327812933,0.474416097005208,1.09496111618852,1,PASS,PASS,WARNING,PASS,PASS,PASS,
class_0\c18a006f7f1d.png,class_0,c18a006f7f1d.png,PASS,0.401340701650827,0.0729603242166161,0.000961230311636386,0.785648979591837,1.15215475877222,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c2f3281cf528.png,class_0,c2f3281cf528.png,PASS,0.437492782487786,0.0565572929478633,0.00100808050099077,0.787197278911565,1.05860842289349,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c373b73a80c8.png,class_0,c373b73a80c8.png,PASS,0.383406664149015,0.0722785456038292,0.000782027596294784,0.474558512369792,1.03945280288427,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c38dec54a9f7.png,class_0,c38dec54a9f7.png,PASS,0.414460426810366,0.0802213211795763,0.00114497388333327,0.787875736961451,1.18290772517101,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c3c8fdda50c0.png,class_0,c3c8fdda50c0.png,PASS,0.433832809372886,0.0567675308594373,0.000970407708561946,0.786956009070295,1.12906202874134,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c58e5c0c5b33.png,class_0,c58e5c0c5b33.png,PASS,0.414210447523992,0.0666622476340665,0.00116052280291745,0.786931519274376,1.15726880226951,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c6229222bf22.png,class_0,c6229222bf22.png,PASS,0.41738259524009,0.0583486493401291,0.000979883642921551,0.786671201814059,1.14479737490597,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c6f5b5b5be41.png,class_0,c6f5b5b5be41.png,WARNING,0.358679541689507,0.0758349792612319,0.000862888857001443,0.78478820861678,1.33720075451,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\c97472ef2c66.png,class_0,c97472ef2c66.png,WARNING,0.286322345872912,0.0602903681763369,0.000512495252579087,0.473096212509893,1.17324006457444,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\c98f623d08d1.png,class_0,c98f623d08d1.png,PASS,0.408338368459814,0.0708038167002665,0.000926882734953608,0.786436281179138,1.09719358536466,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\c9e697117f3f.png,class_0,c9e697117f3f.png,PASS,0.373200173450572,0.0557209579044189,0.00100001744270943,0.786900680272109,1.13276141196491,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\cb02bb47fdc5.png,class_0,cb02bb47fdc5.png,WARNING,0.393150338776642,0.0715067516837489,0.00150386126753511,0.832553283410138,0.95703856921829,1,WARNING,PASS,PASS,PASS,PASS,PASS,
class_0\cb39761f0712.png,class_0,cb39761f0712.png,PASS,0.407378395439113,0.0625431781129526,0.00103965996984315,0.787102947845805,1.20842850898261,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\cc964bf04dbc.png,class_0,cc964bf04dbc.png,PASS,0.379673500592152,0.0737160218617997,0.00105664765056362,0.785458503401361,1.25088863177684,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ccd6dcb2f568.png,class_0,ccd6dcb2f568.png,FAIL,0.207537239113671,0.0856988164481798,0.000297232611388252,0.123176574707031,1.27142229380267,1,PASS,WARNING,PASS,FAIL,WARNING,PASS,Other
class_0\cd01672507c9.png,class_0,cd01672507c9.png,WARNING,0.297177605453453,0.121757710282544,0.000615982655996553,0.747093128811692,0.917299092756119,1,PASS,PASS,WARNING,PASS,WARNING,PASS,
class_0\cd1c98ec48b1.png,class_0,cd1c98ec48b1.png,PASS,0.407623894221465,0.0542626249821994,0.00095589624092964,0.786648526077097,1.13876645019357,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\cec299c2a2d5.png,class_0,cec299c2a2d5.png,PASS,0.250927012615606,0.0683283475078312,0.000316710196473714,0.747154305326856,0.948863600409322,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\cfb17a7cc8d4.png,class_0,cfb17a7cc8d4.png,PASS,0.317467899625788,0.0498723752250393,0.000795007051115812,0.786207709750567,1.01411263642125,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\cff262ed8f4c.png,class_0,cff262ed8f4c.png,WARNING,0.382483797155095,0.119388013921958,0.00117542531119069,0.897258976370867,1.00694672023756,1,PASS,PASS,WARNING,WARNING,PASS,PASS,
class_0\cffc50047828.png,class_0,cffc50047828.png,WARNING,0.433931350271389,0.0877334731640745,0.00156661717390854,0.47520214132592,0.811888120083049,1,WARNING,PASS,PASS,PASS,WARNING,PASS,
class_0\d16e39b9d6f0.png,class_0,d16e39b9d6f0.png,WARNING,0.279255568016955,0.0643123806826164,0.000426782235298254,0.473437309265137,1.01596445972339,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\d1a60c3b9fe5.png,class_0,d1a60c3b9fe5.png,WARNING,0.481073292767714,0.0469362653489553,0.000981015201842462,0.78902947845805,1.09425617364873,1,PASS,WARNING,PASS,PASS,PASS,PASS,
class_0\d27ac9e54901.png,class_0,d27ac9e54901.png,WARNING,0.3868683905867,0.0847280840456077,0.000941483574258288,0.785806802721088,1.30837050282709,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\d2afca74cbc3.png,class_0,d2afca74cbc3.png,PASS,0.366916253937074,0.0630787152230431,0.000647479833207204,0.474022900732998,1.0278470235434,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\d2cd47ed2c1d.png,class_0,d2cd47ed2c1d.png,PASS,0.364429703029455,0.0644525960502379,0.000672334213538231,0.473786257173879,1.15293871589559,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\d30d079e6f9a.png,class_0,d30d079e6f9a.png,PASS,0.4104418429661,0.0634506161008788,0.00124280159066568,0.785982766439909,1.11545784433147,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\d3dfd0a2dee6.png,class_0,d3dfd0a2dee6.png,WARNING,0.368350748356143,0.0938660104322655,0.000428543830368124,0.472986221313477,1.15533903207098,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\d4bc001f7224.png,class_0,d4bc001f7224.png,WARNING,0.202063905750216,0.0533295719215786,0.000195277916911109,0.313975016276042,1.18411509140423,1,WARNING,WARNING,PASS,WARNING,PASS,PASS,
class_0\d774692d9919.png,class_0,d774692d9919.png,PASS,0.374969052746713,0.0651197213445734,0.00103241623160052,0.786340136054422,1.09194748932044,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\d865997a6280.png,class_0,d865997a6280.png,WARNING,0.363674565355418,0.118758659544976,0.000410775849707729,0.472877502441406,1.25974187398803,1,PASS,PASS,WARNING,WARNING,PASS,PASS,
class_0\d871895742b1.png,class_0,d871895742b1.png,WARNING,0.268777775404118,0.0790813835114219,0.000225480265592539,0.798785705377061,1.14209205913321,1,WARNING,PASS,PASS,PASS,PASS,PASS,
class_0\d91635f380b4.png,class_0,d91635f380b4.png,FAIL,0.163496031202444,0.0135683453853833,0.000201581504740106,0.137190818786621,0.969010109098961,1,WARNING,FAIL,FAIL,FAIL,PASS,PASS,Low Contrast|Other|Underexposure
class_0\d97911a32918.png,class_0,d97911a32918.png,WARNING,0.44281545009345,0.0382438150476539,0.00111155886242962,0.78892335600907,1.07227392692869,1,PASS,PASS,WARNING,PASS,PASS,PASS,
class_0\d99dd99be001.png,class_0,d99dd99be001.png,PASS,0.391122666799553,0.0704400966649758,0.00116202574243616,0.785884807256236,1.20092940142176,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\dce73d90c00c.png,class_0,dce73d90c00c.png,PASS,0.417555466801231,0.0656207961564581,0.00099060351893707,0.786972335600907,1.12832732975523,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\dd02d60bef14.png,class_0,dd02d60bef14.png,PASS,0.40706270043054,0.103893293388533,0.000759975200510186,0.473841985066732,1.05871980262017,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ddb222ff7c1d.png,class_0,ddb222ff7c1d.png,PASS,0.36866224082559,0.0869752922075316,0.000546658935227265,0.473608016967773,1.18152492664582,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\de2eb5c8aa83.png,class_0,de2eb5c8aa83.png,WARNING,0.197331337198835,0.0410873293668094,0.000205926376823408,0.290003776550293,1.07466729362554,1,WARNING,WARNING,PASS,WARNING,PASS,PASS,
class_0\de38adaae009.png,class_0,de38adaae009.png,PASS,0.26003128520582,0.0520775714885483,0.000301211893586421,0.848153771709769,1.06043866763516,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\de730033c683.png,class_0,de730033c683.png,WARNING,0.243223019178304,0.0718083527536103,0.000217785290257781,0.791643248559786,1.22438884807859,1,WARNING,PASS,PASS,PASS,PASS,PASS,
class_0\dea7538bb91a.png,class_0,dea7538bb91a.png,PASS,0.23155632127328,0.0615862789580548,0.000398354363818088,0.769946665712138,0.990413833983262,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\df6d13d04da1.png,class_0,df6d13d04da1.png,PASS,0.433538801736788,0.0655379527155321,0.00105291029694765,0.786325623582766,1.1336692639725,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e06cccc08c59.png,class_0,e06cccc08c59.png,PASS,0.405543070023725,0.0876624789847064,0.00113198748696271,0.787145578231292,1.25973424553888,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e1dc02a3dc2a.png,class_0,e1dc02a3dc2a.png,PASS,0.400334142260548,0.0694650291574313,0.00103390691184289,0.786673015873016,1.14704175736845,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e2c3b037413b.png,class_0,e2c3b037413b.png,PASS,0.35065975165954,0.0636063120830518,0.000955536301875011,0.832310327463607,1.07470906508752,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e47452069ea1.png,class_0,e47452069ea1.png,PASS,0.318865717513925,0.0812521874144003,0.000600633522170031,0.474010785420736,1.13393672257542,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e582e56e7942.png,class_0,e582e56e7942.png,PASS,0.401874522504325,0.0754367046825202,0.00118154527192719,0.785871201814059,1.14728536142289,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e60e4edb3ca9.png,class_0,e60e4edb3ca9.png,PASS,0.403581314020458,0.0675699735797569,0.000859543931323621,0.786058049886621,1.11208630551171,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e69b48516577.png,class_0,e69b48516577.png,WARNING,0.207329900872161,0.0387761930412422,0.000202230208984348,0.67588248109843,1.07016414333842,1,WARNING,WARNING,PASS,PASS,PASS,PASS,
class_0\e8e44b3160e3.png,class_0,e8e44b3160e3.png,PASS,0.414083379636084,0.0698892698706279,0.0011210199900353,0.787597278911565,1.21215940790087,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e9678824215d.png,class_0,e9678824215d.png,PASS,0.426565520264287,0.0565892664484274,0.000883550329754703,0.787479365079365,1.09433176789853,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\e97ecf4355cb.png,class_0,e97ecf4355cb.png,WARNING,0.397787127636099,0.0672410807345674,0.000588579302205501,0.473416646321615,1.07464192526589,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\e9f3c85a2a02.png,class_0,e9f3c85a2a02.png,PASS,0.389543737694878,0.0578537090296018,0.00105236819009624,0.786635827664399,1.10651580178347,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ea7e21bab610.png,class_0,ea7e21bab610.png,PASS,0.41377184973049,0.0795938180623086,0.000974004660101466,0.786057142857143,1.17515060793326,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ebd96d853918.png,class_0,ebd96d853918.png,PASS,0.392443144769721,0.0732044986321641,0.000870674224006355,0.786672108843537,1.23600575553159,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ec6f1797a25a.png,class_0,ec6f1797a25a.png,PASS,0.400861656751355,0.0669466487592455,0.000990502438348991,0.787057596371882,1.12568398141308,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ecb4500285ed.png,class_0,ecb4500285ed.png,WARNING,0.284375096767648,0.0573299808287909,0.000549254242908096,0.473462115155926,1.07699799087725,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\ed2c52c14493.png,class_0,ed2c52c14493.png,PASS,0.372276167514394,0.0746939074275718,0.000880758805686471,0.785032199546485,1.18235254123243,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ed3ce1674761.png,class_0,ed3ce1674761.png,PASS,0.398792230091582,0.0866271967403348,0.00121601720829614,0.787473015873016,0.95579124819569,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ed6bd9293a89.png,class_0,ed6bd9293a89.png,PASS,0.387574696014378,0.0828329258151971,0.00115889700643971,0.785633560090703,1.22566239895294,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\eda29a9d78f3.png,class_0,eda29a9d78f3.png,PASS,0.34332623520125,0.0682375542629759,0.00101359014066443,0.785948299319728,1.15609535167871,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\edceb0657d77.png,class_0,edceb0657d77.png,PASS,0.387965690691746,0.103103887834301,0.00119386824140684,0.47446635883118,1.07818900222176,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ee36ca728641.png,class_0,ee36ca728641.png,WARNING,0.324435725070141,0.0829204492726114,0.000461936212044426,0.473182678222656,1.08837764992551,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\ef4121e9bb67.png,class_0,ef4121e9bb67.png,PASS,0.399134354850381,0.058466856642544,0.00101971562163884,0.787034920634921,1.13879372802,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ef48780f5d5f.png,class_0,ef48780f5d5f.png,WARNING,0.405430471433686,0.0826190086354313,0.00117553411203919,0.787250793650794,1.28078062255526,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\ef7eb85b75fc.png,class_0,ef7eb85b75fc.png,PASS,0.381528543368202,0.0618045850214341,0.000909473819463075,0.786519727891156,1.13637463581447,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ef81cd8854cb.png,class_0,ef81cd8854cb.png,PASS,0.38054640632969,0.068989571175071,0.00100999665605316,0.786181405895692,1.18758060371909,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\f0860c21533b.png,class_0,f0860c21533b.png,WARNING,0.286897621050629,0.0812017810470218,0.000347934961831384,0.768594108425309,1.30573800689835,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\f09fd9433dff.png,class_0,f09fd9433dff.png,PASS,0.385711676711328,0.0577750682114348,0.000985379878412507,0.786262131519274,1.12944616571467,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\f3a4751af42e.png,class_0,f3a4751af42e.png,PASS,0.357190969140717,0.0722218638398225,0.00078008160095592,0.784742857142857,1.18605453424288,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\f42b693a9414.png,class_0,f42b693a9414.png,WARNING,0.296779259750619,0.0728212205683699,0.000736711159782203,0.473594665527344,1.11952135337237,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\f4e68b61f480.png,class_0,f4e68b61f480.png,WARNING,0.243751988885336,0.0643400439282883,0.000304495247474869,0.899794052221852,1.10395885212032,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\f4ea2a2cfbb9.png,class_0,f4ea2a2cfbb9.png,PASS,0.362604805243765,0.0654298214234793,0.000919859344812289,0.786010884353741,1.20547078384117,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\f58f0b2fd718.png,class_0,f58f0b2fd718.png,PASS,0.448700770003699,0.0668548086567618,0.00111107342725936,0.78785306122449,1.17976007021161,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\f66c4ee86629.png,class_0,f66c4ee86629.png,WARNING,0.208117539356498,0.0760311952781227,0.000411952601878379,0.709641260915074,0.871453509782708,1,PASS,WARNING,PASS,PASS,WARNING,PASS,
class_0\f86d1c404acb.png,class_0,f86d1c404acb.png,FAIL,0.484113729407028,0.140283642258371,0.00255024850649176,0.475850425361826,0.905996940792767,1,FAIL,WARNING,FAIL,PASS,WARNING,PASS,High Sharpness|Low Contrast
class_0\f8f5942b690e.png,class_0,f8f5942b690e.png,WARNING,0.249166646601335,0.0677802496866717,0.000413839589672502,0.77730449065954,0.834256846867229,1,PASS,PASS,PASS,PASS,WARNING,PASS,
class_0\f9d52509c571.png,class_0,f9d52509c571.png,PASS,0.366165475831889,0.0579757479665874,0.000921685383869234,0.786467120181406,1.14821940822686,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\fb88783de055.png,class_0,fb88783de055.png,PASS,0.390909891416262,0.0607784788968839,0.00105560598879552,0.786078911564626,1.02964633817331,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\fb88d23fc5fe.png,class_0,fb88d23fc5fe.png,PASS,0.413492004358656,0.0795754332545903,0.00118018651547755,0.786269387755102,1.16282476767775,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\fc8fce67fbf8.png,class_0,fc8fce67fbf8.png,WARNING,0.246818731228741,0.0675785797533722,0.000274482837658828,0.449238459269206,1.11414315700758,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\fcc32dffd24d.png,class_0,fcc32dffd24d.png,WARNING,0.307219948544057,0.0927995670002684,0.000705353247221616,0.898414817820285,1.25123952169288,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_0\fd4c946c52bf.png,class_0,fd4c946c52bf.png,PASS,0.232211222535027,0.052765249387094,0.000816165886052257,0.672988662131519,0.99999869450459,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_0\ff4cd992667b.png,class_0,ff4cd992667b.png,FAIL,0.286699609035144,0.0987418164550025,0.000612770437552016,0.712344670854561,0.783562673340784,1,PASS,PASS,PASS,PASS,FAIL,PASS,Uneven Illumination
class_1\06b71823f9cd.png,class_1,06b71823f9cd.png,PASS,0.298175055557851,0.0798747788882175,0.000493814530693597,0.63266322334081,0.987145309329126,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\0f495d87656a.png,class_1,0f495d87656a.png,PASS,0.266945026105172,0.0546294657301501,0.000670385729101219,0.831525191122166,1.0135973974031,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\0fb1053285cf.png,class_1,0fb1053285cf.png,WARNING,0.442975293496654,0.0418133055601844,0.00152156721526196,0.832628387554552,1.00798647784931,1,WARNING,PASS,PASS,PASS,PASS,PASS,
class_1\107aea0d9289.png,class_1,107aea0d9289.png,PASS,0.267916435945971,0.051671735218263,0.0006238863197859,0.759875360499893,1.07462681874565,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\12ce6a1a1f31.png,class_1,12ce6a1a1f31.png,PASS,0.348475063158068,0.0482907927556634,0.000940113718045404,0.832002281258583,1.05606687635615,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\172df1330a60.png,class_1,172df1330a60.png,PASS,0.414076029459007,0.0555182242978325,0.000971478082931828,0.832007765053255,1.11172499571707,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\1a03a7970337.png,class_1,1a03a7970337.png,PASS,0.335618869778488,0.0435125304105112,0.000819551858790583,0.832102896969512,1.05429610265882,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\1c3a6b4449e9.png,class_1,1c3a6b4449e9.png,PASS,0.299669427042768,0.0585787461508663,0.000656282305348932,0.831407885601367,1.05878085271801,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\1df3e03a8f5f.png,class_1,1df3e03a8f5f.png,WARNING,0.361259929774765,0.0368738029654357,0.000893137545317456,0.832250720999786,1.09664398198347,1,PASS,PASS,WARNING,PASS,PASS,PASS,
class_1\1e8a1fdee5b9.png,class_1,1e8a1fdee5b9.png,PASS,0.340690968020402,0.0579740003125161,0.000916294741346542,0.832133177053133,1.0741700867347,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\200d947f75db.png,class_1,200d947f75db.png,PASS,0.308940220728194,0.0497857088925188,0.000570582003046289,0.743555637367936,1.10983545669057,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\22098b1fe461.png,class_1,22098b1fe461.png,PASS,0.380713426437064,0.0761311783359773,0.000710287776463391,0.545180275617852,1.2177000750288,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\24b943fe725e.png,class_1,24b943fe725e.png,PASS,0.300766254745201,0.0739918682493765,0.000463818906997046,0.713229361661471,1.1200323924428,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\28f98cfe3858.png,class_1,28f98cfe3858.png,PASS,0.395149596042936,0.0575911586590108,0.00089495743627317,0.75088889963486,1.15890414476779,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\2994f17f58a5.png,class_1,2994f17f58a5.png,PASS,0.280401733207028,0.0464829760332348,0.00068615205008161,0.831767670216987,1.03238343274867,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\2d9d97a6e713.png,class_1,2d9d97a6e713.png,PASS,0.353922172862242,0.0437398245913383,0.000960249729378039,0.832123640018921,1.06536079673881,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\2f4e81787d9b.png,class_1,2f4e81787d9b.png,PASS,0.310714241780978,0.0541420944782521,0.000672110531591684,0.750065920450212,1.1736346735677,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\3461dc601cc2.png,class_1,3461dc601cc2.png,WARNING,0.361232264848072,0.101081076972125,0.000454865851092395,0.888333125464744,1.08617860250311,1,PASS,PASS,PASS,WARNING,PASS,PASS,
class_1\384631079d1e.png,class_1,384631079d1e.png,PASS,0.288536621039467,0.0480574930013974,0.000632127930078593,0.748967854542535,1.06584957597341,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\3b73a3a4a734.png,class_1,3b73a3a4a734.png,PASS,0.313896783279972,0.0504645727919514,0.000876004869350704,0.831826322977386,1.05150783307573,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\494fc9c745a3.png,class_1,494fc9c745a3.png,PASS,0.279227505623372,0.0568606573090935,0.000652732479919548,0.831344464323862,1.19273176987529,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\4c129470cec4.png,class_1,4c129470cec4.png,PASS,0.396408186352218,0.0510356248407509,0.00128862064090718,0.832334646900845,1.03053552429319,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\4c3c1ed09771.png,class_1,4c3c1ed09771.png,FAIL,0.498851429520933,0.0627338747052508,0.00182104002742761,0.832545176931059,1.04318941965824,1,FAIL,WARNING,PASS,PASS,PASS,PASS,High Sharpness
class_1\4dd5d5ccddcf.png,class_1,4dd5d5ccddcf.png,PASS,0.290446125753763,0.0562557741557046,0.000592792783330966,0.831423383281961,1.1338189121339,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\545df1bbcd61.png,class_1,545df1bbcd61.png,PASS,0.390897480196473,0.0606423758763241,0.000898661749492179,0.786116099773243,1.16877957658957,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\55eac26bd383.png,class_1,55eac26bd383.png,PASS,0.29825515323324,0.049497643184506,0.000679700843664929,0.831436735129856,1.01895364633626,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\5b804948e35f.png,class_1,5b804948e35f.png,FAIL,0.188813744389057,0.0461116676027922,0.00028316368245631,0.67157254616538,0.990721540287984,1,PASS,FAIL,PASS,PASS,PASS,PASS,Underexposure
class_1\5cab3ef4b31c.png,class_1,5cab3ef4b31c.png,FAIL,0.238527520087232,0.108009682629896,0.000279764720492731,0.498117144738109,1.36328195169589,1,PASS,PASS,WARNING,PASS,FAIL,PASS,Uneven Illumination
class_1\63363410389a.png,class_1,63363410389a.png,PASS,0.262219132541104,0.0721281065517702,0.000632298164121946,0.831018297753838,1.13360135788924,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\6762b2b48ea5.png,class_1,6762b2b48ea5.png,PASS,0.338551722976242,0.0501693262978184,0.000903230485194383,0.832063795129246,1.03455040559966,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\6b00cb764237.png,class_1,6b00cb764237.png,PASS,0.31702214724304,0.0461399397688651,0.00082511943654433,0.831760517441328,1.03315743113805,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\6cdd0f985270.png,class_1,6cdd0f985270.png,PASS,0.266943511547422,0.059516269548217,0.000379114069860862,0.713967578714573,1.02891858006866,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\6d292ca4c9ad.png,class_1,6d292ca4c9ad.png,PASS,0.260532515279072,0.0452437866690066,0.000593301383568517,0.831064552369762,1.10518942776627,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\7005be54cab1.png,class_1,7005be54cab1.png,PASS,0.353562404243715,0.0546367229432869,0.000950123984122409,0.832385193182165,0.968774139635833,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\7ae69d22075a.png,class_1,7ae69d22075a.png,PASS,0.398248213917943,0.065725476704923,0.00102418318776926,0.787034920634921,1.09108671107847,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\7f60f2a083d3.png,class_1,7f60f2a083d3.png,PASS,0.313349485960348,0.0433900775825617,0.000725273908955231,0.83202922338023,1.07758513454554,1,PASS,PASS,PASS,PASS,PASS,PASS,
class_1\8676427e4625.png,class_1,8676427e4625.png,WARNING,0.343709797646053,0.116877808025974,0.00044688874304202,0.844001859766061,1.29493717130846,1,PASS,PASS,WARNING,PASS,WARNING,PASS,
